Accession,Source Name,Sample Name,Characteristics: Seed Source,Factor Value: Spaceflight,Factor Value: Ecotype,Characteristics: genotype,Characteristics: Material Type,Parameter Value: Hardware,Parameter Value: growth environment,Parameter Value: Growth Medium,Parameter Value: light source,Parameter Value: Sample storage temperature,Parameter Value: Age at sample collection,Parameter Value: Sample Preservation Method,Comment: Original Submitted Sample Name,
GLDS-321,GSM4486031,28_FA5_S36_L004_R1_001 (bzip28F_1),Not Available,Space Flight,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Space flight_whole seedlings,
GLDS-321,GSM4486032,28_FB1_S10_L001_R1_001 (bzip28F_2),Not Available,Space Flight,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Space flight_whole seedlings,
GLDS-321,GSM4486033,28_FC5_S21_L002_R1_001 (bzip28F_3),Not Available,Space Flight,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Space flight_whole seedlings,
GLDS-321,GSM4486034,28_FD5_S17_L002_R1_001 (bzip28F_4),Not Available,Space Flight,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Space flight_whole seedlings,
GLDS-321,GSM4486035,28_GA5_S43_L004_R1_001 (bzip28G_1),Not Available,Ground Control,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Ground_whole seedlings,
GLDS-321,GSM4486036,28_GB1_S35_L004_R1_001 (bzip28G_2),Not Available,Ground Control,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Ground_whole seedlings,
GLDS-321,GSM4486037,28_GC5_S30_L003_R1_001 (bzip28G_3),Not Available,Ground Control,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Ground_whole seedlings,
GLDS-321,GSM4486038,28_GD5_S27_L003_R1_001 (bzip28G_4),Not Available,Ground Control,Col-0,bzip28-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2_Ground_whole seedlings,
GLDS-321,GSM4486039,60_FA2_S3_L001_R1_001 (bzip60F_1),Not Available,Space Flight,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Space flight_whole seedlings,
GLDS-321,GSM4486040,60_FB3_S2_L001_R1_001 (bzip60F_2),Not Available,Space Flight,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Space flight_whole seedlings,
GLDS-321,GSM4486041,60_FC1_S7_L001_R1_001 (bzip60F_3),Not Available,Space Flight,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Space flight_whole seedlings,
GLDS-321,GSM4486042,60_FD2_S14_L002_R1_001 (bzip60F_4),Not Available,Space Flight,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Space flight_whole seedlings,
GLDS-321,GSM4486043,60_GA2_S22_L002_R1_001 (bzip60G_1),Not Available,Ground Control,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Ground_whole seedlings,
GLDS-321,GSM4486044,60_GB3_S20_L002_R1_001 (bzip60G_2),Not Available,Ground Control,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Ground_whole seedlings,
GLDS-321,GSM4486045,60_GC1_S25_L003_R1_001 (bzip60G_3),Not Available,Ground Control,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Ground_whole seedlings,
GLDS-321,GSM4486046,60_GD2_S33_L003_R1_001 (bzip60G_4),Not Available,Ground Control,Col-0,bzip60-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip60-2_Ground_whole seedlings,
GLDS-321,GSM4486047,68_FA3_S5_L001_R1_001 (bzip28 bzip60F_1),Not Available,Space Flight,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Space flight_whole seedlings,
GLDS-321,GSM4486048,68_FA4_S34_L004_R1_001 (bzip28 bzip60F_2),Not Available,Space Flight,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Space flight_whole seedlings,
GLDS-321,GSM4486049,68_FB4_S4_L001_R1_001 (bzip28 bzip60F_3),Not Available,Space Flight,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Space flight_whole seedlings,
GLDS-321,GSM4486050,68_FC2_S8_L001_R1_001 (bzip28 bzip60F_4),Not Available,Space Flight,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Space flight_whole seedlings,
GLDS-321,GSM4486051,68_FD3_S16_L002_R1_001 (bzip28 bzip60F_5),Not Available,Space Flight,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Space flight_whole seedlings,
GLDS-321,GSM4486052,68_GA3_S13_L002_R1_001 (bzip28 bzip60G_1),Not Available,Ground Control,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Ground_whole seedlings,
GLDS-321,GSM4486053,68_GA4_S15_L002_R1_001 (bzip28 bzip60G_2),Not Available,Ground Control,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Ground_whole seedlings,
GLDS-321,GSM4486054,68_GB4_S32_L003_R1_001 (bzip28 bzip60G_3),Not Available,Ground Control,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Ground_whole seedlings,
GLDS-321,GSM4486055,68_GC2_S26_L003_R1_001 (bzip28 bzip60G_5),Not Available,Ground Control,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Ground_whole seedlings,
GLDS-321,GSM4486056,68_GD3_S24_L003_R1_001 (bzip28 bzip60G_4),Not Available,Ground Control,Col-0,bzip28-2 bzip60-1,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,bzip28-2 bzip60-1_Ground_whole seedlings,
GLDS-321,GSM4486057,IRE1_FA6_S38_L004_R1_001 (ire1a ire1bF_1),Not Available,Space Flight,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Space flight_whole seedlings,
GLDS-321,GSM4486058,IRE1_FB5_S6_L001_R1_001 (ire1a ire1bF_2),Not Available,Space Flight,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Space flight_whole seedlings,
GLDS-321,GSM4486059,IRE1_FC4_S40_L004_R1_001 (ire1a ire1bF_3),Not Available,Space Flight,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Space flight_whole seedlings,
GLDS-321,GSM4486060,IRE1_FD1_S12_L002_R1_001 (ire1a ire1bF_4),Not Available,Space Flight,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Space flight_whole seedlings,
GLDS-321,GSM4486061,IRE1_GA6_S44_L004_R1_001 (ire1a ire1bG_1),Not Available,Ground Control,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Ground_whole seedlings,
GLDS-321,GSM4486062,IRE1_GB5_S23_L003_R1_001 (ire1a ire1bG_2),Not Available,Ground Control,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Ground_whole seedlings,
GLDS-321,GSM4486063,IRE1_GC4_S37_L004_R1_001 (ire1a ire1bG_3),Not Available,Ground Control,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Ground_whole seedlings,
GLDS-321,GSM4486064,IRE1_GD1_S31_L003_R1_001 (ire1a ire1bG_4),Not Available,Ground Control,Col-0,ire1a-4 ire1b-2,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,ire1a-4 ire1b-2_Ground_whole seedlings,
GLDS-321,GSM4486065,WT_FA1_S1_L001_R1_001 (WTF_1),Not Available,Space Flight,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Space flight_whole seedlings,
GLDS-321,GSM4486066,WT_FB2_S11_L001_R1_001 (WTF_2),Not Available,Space Flight,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Space flight_whole seedlings,
GLDS-321,GSM4486067,WT_FC3_S9_L001_R1_001 (WTF_3),Not Available,Space Flight,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Space flight_whole seedlings,
GLDS-321,GSM4486068,WT_FD4_S41_L004_R1_001 (WTF_4),Not Available,Space Flight,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Space flight_whole seedlings,
GLDS-321,GSM4486069,WT_FD6_S42_L004_R1_001 (WTF_5),Not Available,Space Flight,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS-US Laboratory,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Space flight_whole seedlings,
GLDS-321,GSM4486070,WT_GA1_S19_L002_R1_001 (WTG_1),Not Available,Ground Control,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Ground_whole seedlings,
GLDS-321,GSM4486071,WT_GB2_S18_L002_R1_001 (WTG_2),Not Available,Ground Control,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Ground_whole seedlings,
GLDS-321,GSM4486072,WT_GC3_S28_L003_R1_001 (WTG_5),Not Available,Ground Control,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Ground_whole seedlings,
GLDS-321,GSM4486073,WT_GD4_S39_L004_R1_001 (WTG_3),Not Available,Ground Control,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Ground_whole seedlings,
GLDS-321,GSM4486074,WT_GD6_S29_L003_R1_001 (WTG_4),Not Available,Ground Control,Col-0,Wild Type,Seedlings,BRIC-PDFU,ISS Environmental Simulator,"1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7",Dark Treatment,-80 degree Celsius,14 day,RNALater,WT_Ground_whole seedlings,
